start,end,cluster
2022-02-14,2022-03-15,2
2022-03-16,2022-04-04,1
2022-04-05,2022-04-24,2
2022-04-25,2022-05-24,1
2022-05-25,2022-11-10,0
2022-11-11,2023-01-09,1
2023-01-10,2023-01-29,0
2023-01-30,2024-06-23,1
