start,end,cluster
2021-11-24,2022-01-18,2
2022-01-19,2022-05-02,1
2022-05-03,2022-05-18,0
2022-05-19,2022-06-11,1
2022-06-12,2022-08-06,0
2022-08-07,2022-10-09,1
2022-10-10,2023-01-21,0
2023-01-22,2023-07-24,1
2023-07-25,2023-08-17,2
2023-08-18,2024-04-13,1
2024-04-14,2024-06-25,2
