start,end,cluster
2021-08-13,2021-11-15,1
2021-11-16,2021-12-25,2
2021-12-26,2022-01-14,1
2022-01-15,2022-01-29,0
2022-01-30,2022-08-07,1
2022-08-08,2022-10-01,0
2022-10-02,2023-07-03,1
2023-07-04,2023-07-23,2
2023-07-24,2023-08-02,1
2023-08-03,2023-08-22,2
2023-08-23,2023-11-15,1
2023-11-16,2023-12-05,0
2023-12-06,2024-04-23,1
2024-04-24,2024-04-28,2
2024-04-29,2024-06-28,1
