start,end,cluster
2021-11-24,2021-12-17,0
2021-12-18,2022-01-26,2
2022-01-27,2022-05-10,1
2022-05-11,2022-07-29,0
2022-07-30,2022-10-01,1
2022-10-02,2022-12-04,0
2022-12-05,2023-06-30,1
2023-07-01,2023-08-25,2
2023-08-26,2023-12-15,1
2023-12-16,2024-01-16,2
2024-01-17,2024-01-24,1
2024-01-25,2024-02-09,2
2024-02-10,2024-03-04,1
2024-03-05,2024-06-16,2
2024-06-17,2024-06-25,1
