start,end,cluster
2021-10-23,2022-05-02,1
2022-05-03,2022-06-03,2
2022-06-04,2022-08-30,1
2022-08-31,2022-10-17,0
2022-10-18,2022-11-26,1
2022-11-27,2023-02-14,0
2023-02-15,2023-05-21,1
2023-05-22,2023-06-22,2
2023-06-23,2023-06-30,1
2023-07-01,2023-09-26,2
2023-09-27,2023-11-13,0
2023-11-14,2024-01-24,1
2024-01-25,2024-03-12,0
2024-03-13,2024-04-13,1
2024-04-14,2024-06-25,2
