start,end,cluster
2021-12-26,2022-01-02,2
2022-01-03,2022-05-18,1
2022-05-19,2022-07-21,0
2022-07-22,2022-11-26,1
2022-11-27,2023-01-21,0
2023-01-22,2023-07-08,1
2023-07-09,2023-09-02,2
2023-09-03,2023-11-13,1
2023-11-14,2023-12-23,2
2023-12-24,2024-05-23,1
2024-05-24,2024-06-25,2
