start,end,cluster
2022-07-09,2022-08-07,0
2022-08-08,2022-08-22,1
2022-08-23,2023-03-05,0
2023-03-06,2023-10-16,1
2023-10-17,2024-02-28,2
2024-02-29,2024-06-28,1
