start,end,cluster
2023-01-05,2023-02-03,0
2023-02-04,2023-10-01,1
2023-10-02,2023-12-15,2
2023-12-16,2024-01-29,1
2024-01-30,2024-05-13,2
2024-05-14,2024-06-28,1
