start,end,cluster
2021-12-26,2022-01-02,2
2022-01-03,2022-05-26,1
2022-05-27,2022-07-29,0
2022-07-30,2022-11-26,1
2022-11-27,2023-01-29,0
2023-01-30,2023-07-16,1
2023-07-17,2023-09-10,2
2023-09-11,2023-11-21,1
2023-11-22,2023-12-23,2
2023-12-24,2024-05-31,1
2024-06-01,2024-06-25,2
