start,end,cluster
2021-09-02,2022-04-14,1
2022-04-15,2022-04-19,0
2022-04-20,2022-09-06,1
2022-09-07,2022-09-11,0
2022-09-12,2023-02-03,1
2023-02-04,2023-02-28,0
2023-03-01,2023-05-29,1
2023-05-30,2023-06-18,2
2023-06-19,2024-02-18,1
2024-02-19,2024-03-24,2
2024-03-25,2024-06-07,1
2024-06-08,2024-06-27,2
2024-06-28,2024-06-28,1
