start,end,cluster
2021-09-02,2022-01-09,1
2022-01-10,2022-01-19,0
2022-01-20,2022-04-24,1
2022-04-25,2022-05-04,2
2022-05-05,2022-07-08,0
2022-07-09,2022-08-02,1
2022-08-03,2022-09-06,0
2022-09-07,2022-09-21,1
2022-09-22,2022-10-21,0
2022-10-22,2022-12-05,1
2022-12-06,2022-12-15,0
2022-12-16,2023-01-24,1
2023-01-25,2023-02-18,0
2023-02-19,2023-05-09,1
2023-05-10,2023-06-23,2
2023-06-24,2024-02-08,1
2024-02-09,2024-03-09,2
2024-03-10,2024-06-02,1
2024-06-03,2024-06-07,2
2024-06-08,2024-06-28,1
