start,end,cluster
2022-05-05,2022-10-31,1
2022-11-01,2022-12-20,0
2022-12-21,2023-09-26,1
2023-09-27,2023-10-16,2
2023-10-17,2023-12-25,1
2023-12-26,2024-03-14,2
2024-03-15,2024-06-23,1
