start,end,cluster
2022-01-05,2022-04-04,1
2022-04-05,2022-05-24,2
2022-05-25,2022-08-22,1
2022-08-23,2023-02-08,0
2023-02-09,2023-05-19,1
2023-05-20,2023-07-28,2
2023-07-29,2023-11-15,1
2023-11-16,2023-12-15,2
2023-12-16,2024-02-03,1
2024-02-04,2024-03-14,2
2024-03-15,2024-05-23,1
2024-05-24,2024-06-23,2
