start,end,cluster
2022-11-06,2023-01-19,0
2023-01-20,2023-08-02,1
2023-08-03,2023-09-16,2
2023-09-17,2023-11-30,1
2023-12-01,2024-02-28,2
2024-02-29,2024-06-28,1
