start,end,cluster
2023-01-05,2023-02-03,0
2023-02-04,2023-10-16,1
2023-10-17,2023-12-30,2
2023-12-31,2024-02-13,1
2024-02-14,2024-05-28,2
2024-05-29,2024-06-28,1
