start,end,cluster
2022-01-27,2022-03-07,1
2022-03-08,2022-03-23,2
2022-03-24,2022-05-10,1
2022-05-11,2022-05-26,2
2022-05-27,2022-08-06,0
2022-08-07,2022-09-15,1
2022-09-16,2022-10-01,0
2022-10-02,2022-11-10,1
2022-11-11,2022-12-04,0
2022-12-05,2023-01-13,1
2023-01-14,2023-01-29,0
2023-01-30,2023-07-08,1
2023-07-09,2023-07-24,2
2023-07-25,2023-12-23,1
2023-12-24,2024-01-08,0
2024-01-09,2024-06-25,1
