start,end,cluster
2022-01-27,2022-02-03,2
2022-02-04,2022-05-26,1
2022-05-27,2022-06-03,2
2022-06-04,2022-10-25,0
2022-10-26,2023-01-13,1
2023-01-14,2023-02-14,0
2023-02-15,2023-08-17,1
2023-08-18,2023-08-25,2
2023-08-26,2024-02-25,1
2024-02-26,2024-03-20,0
2024-03-21,2024-05-31,1
2024-06-01,2024-06-25,2
