start,end,cluster
2021-03-05,2021-05-31,1
2021-06-01,2021-08-11,0
2021-08-12,2021-12-25,1
2021-12-26,2023-01-29,0
2023-01-30,2023-06-06,1
2023-06-07,2023-11-05,0
2023-11-06,2024-06-08,1
2024-06-09,2024-06-25,0
