start,end,cluster
2021-11-24,2021-12-17,2
2021-12-18,2021-12-25,1
2021-12-26,2022-01-02,2
2022-01-03,2022-10-25,1
2022-10-26,2022-11-10,0
2022-11-11,2024-05-15,1
2024-05-16,2024-06-25,2
