start,end,cluster
2021-08-13,2021-09-06,1
2021-09-07,2021-09-11,0
2021-09-12,2021-09-26,1
2021-09-27,2021-10-11,0
2021-10-12,2021-10-16,1
2021-10-17,2021-12-20,2
2021-12-21,2022-01-19,0
2022-01-20,2022-04-19,1
2022-04-20,2022-06-18,0
2022-06-19,2022-10-31,1
2022-11-01,2023-01-19,0
2023-01-20,2023-05-24,1
2023-05-25,2023-06-23,2
2023-06-24,2023-07-18,0
2023-07-19,2023-07-23,2
2023-07-24,2023-07-28,1
2023-07-29,2023-08-02,2
2023-08-03,2023-11-20,1
2023-11-21,2023-12-30,0
2023-12-31,2024-06-28,1
