start,end,cluster
2022-05-05,2022-10-11,1
2022-10-12,2022-12-30,0
2022-12-31,2023-07-28,1
2023-07-29,2023-10-16,2
2023-10-17,2024-01-14,1
2024-01-15,2024-03-14,2
2024-03-15,2024-06-23,1
