start,end,cluster
2022-07-09,2023-03-05,0
2023-03-06,2023-10-16,1
2023-10-17,2024-02-28,2
2024-02-29,2024-03-29,1
2024-03-30,2024-05-13,2
2024-05-14,2024-05-28,1
2024-05-29,2024-06-27,2
2024-06-28,2024-06-28,1
