start,end,cluster
2021-05-08,2021-05-15,1
2021-05-16,2021-07-18,0
2021-07-19,2021-10-22,1
2021-10-23,2022-01-02,0
2022-01-03,2023-02-06,1
2023-02-07,2023-09-02,0
2023-09-03,2023-11-05,1
2023-11-06,2024-06-25,0
