start,end,cluster
2021-10-23,2022-01-02,0
2022-01-03,2022-07-21,1
2022-07-22,2022-10-17,0
2022-10-18,2022-12-12,1
2022-12-13,2023-03-10,0
2023-03-11,2023-05-21,1
2023-05-22,2023-10-04,2
2023-10-05,2023-11-13,0
2023-11-14,2024-04-13,1
2024-04-14,2024-05-23,2
2024-05-24,2024-06-24,1
2024-06-25,2024-06-25,2
