start_time,end_time,cluster_id,dir_label
2022-05-28,2022-11-03,0.0,0.0
2022-06-05,2022-11-11,0.0,0.0
2022-06-13,2022-11-19,2.0,1.0
2022-06-21,2022-11-27,2.0,1.0
2022-06-29,2022-12-05,1.0,1.0
2022-07-07,2022-12-13,1.0,1.0
2022-07-15,2022-12-21,1.0,0.0
2022-07-23,2022-12-29,0.0,0.0
2022-07-31,2023-01-06,0.0,0.0
2022-08-08,2023-01-14,0.0,0.0
2022-08-16,2023-01-22,0.0,1.0
2022-08-24,2023-01-30,2.0,1.0
2022-09-01,2023-02-07,2.0,1.0
2022-09-09,2023-02-15,1.0,1.0
2022-09-17,2023-02-23,0.0,1.0
2022-09-25,2023-03-03,0.0,1.0
2022-10-03,2023-03-11,2.0,1.0
2022-10-11,2023-03-19,2.0,1.0
2022-10-19,2023-03-27,2.0,1.0
2022-10-27,2023-04-04,1.0,1.0
2022-11-04,2023-04-12,1.0,1.0
2022-11-12,2023-04-20,1.0,1.0
2022-11-20,2023-04-28,1.0,1.0
2022-11-28,2023-05-06,0.0,1.0
2022-12-06,2023-05-14,2.0,1.0
2022-12-14,2023-05-22,2.0,1.0
2022-12-22,2023-05-30,2.0,1.0
2022-12-30,2023-06-07,1.0,1.0
2023-01-07,2023-06-15,1.0,0.0
2023-01-15,2023-06-23,1.0,0.0
2023-01-23,2023-07-01,1.0,2.0
2023-01-31,2023-07-09,1.0,2.0
2023-02-08,2023-07-17,1.0,1.0
2023-02-16,2023-07-25,2.0,1.0
2023-02-24,2023-08-02,2.0,1.0
2023-03-04,2023-08-10,0.0,2.0
2023-03-12,2023-08-18,0.0,2.0
2023-03-20,2023-08-26,1.0,1.0
2023-03-28,2023-09-03,2.0,1.0
2023-04-05,2023-09-11,0.0,1.0
2023-04-13,2023-09-19,0.0,1.0
2023-04-21,2023-09-27,2.0,1.0
2023-04-29,2023-10-05,2.0,1.0
2023-05-07,2023-10-13,2.0,1.0
2023-05-15,2023-10-21,2.0,1.0
2023-05-23,2023-10-29,2.0,1.0
2023-05-31,2023-11-06,2.0,1.0
2023-06-08,2023-11-14,1.0,1.0
2023-06-16,2023-11-22,1.0,1.0
2023-06-24,2023-11-30,0.0,0.0
2023-07-02,2023-12-08,0.0,0.0
2023-07-10,2023-12-16,0.0,2.0
2023-07-18,2023-12-24,0.0,2.0
2023-07-26,2024-01-01,2.0,1.0
2023-08-03,2024-01-09,1.0,1.0
2023-08-11,2024-01-17,1.0,1.0
2023-08-19,2024-01-25,0.0,0.0
2023-08-27,2024-02-02,2.0,2.0
2023-09-04,2024-02-10,2.0,1.0
2023-09-12,2024-02-18,0.0,0.0
2023-09-20,2024-02-26,0.0,0.0
2023-09-28,2024-03-05,2.0,1.0
2023-10-06,2024-03-13,1.0,1.0
2023-10-14,2024-03-21,1.0,1.0
2023-10-22,2024-03-29,0.0,1.0
2023-10-30,2024-04-06,0.0,1.0
2023-11-07,2024-04-14,0.0,1.0
2023-11-15,2024-04-22,0.0,1.0
2023-11-23,2024-04-30,0.0,1.0
2023-12-01,2024-05-08,0.0,2.0
2023-12-09,2024-05-16,0.0,2.0
2023-12-17,2024-05-24,0.0,2.0
2023-12-25,2024-06-01,0.0,2.0
2024-01-02,2024-06-09,1.0,1.0
2024-01-10,2024-06-17,1.0,2.0
2024-01-18,2024-06-25,1.0,1.0
