start,end,cluster
2021-09-02,2022-02-08,1
2022-02-09,2022-02-23,0
2022-02-24,2022-08-22,1
2022-08-23,2022-09-01,0
2022-09-02,2022-11-25,1
2022-11-26,2022-12-05,0
2022-12-06,2023-01-29,1
2023-01-30,2023-02-23,0
2023-02-24,2023-05-24,1
2023-05-25,2023-06-13,2
2023-06-14,2024-01-04,1
2024-01-05,2024-01-19,2
2024-01-20,2024-02-13,1
2024-02-14,2024-03-19,2
2024-03-20,2024-06-02,1
2024-06-03,2024-06-22,2
2024-06-23,2024-06-28,1
