start,end,cluster
2022-03-26,2022-05-14,2
2022-05-15,2022-05-24,1
2022-05-25,2022-06-03,2
2022-06-04,2022-07-23,1
2022-07-24,2022-12-20,0
2022-12-21,2022-12-30,1
2022-12-31,2023-01-09,0
2023-01-10,2024-06-12,1
2024-06-13,2024-06-23,2
