start,end,cluster
2021-07-04,2021-08-22,0
2021-08-23,2022-03-05,1
2022-03-06,2022-04-14,0
2022-04-15,2022-09-16,1
2022-09-17,2022-10-06,0
2022-10-07,2022-12-30,1
2022-12-31,2023-01-29,0
2023-01-30,2023-07-08,1
2023-07-09,2023-08-02,0
2023-08-03,2023-08-17,1
2023-08-18,2023-09-21,2
2023-09-22,2024-03-14,1
2024-03-15,2024-04-23,2
2024-04-24,2024-06-27,1
2024-06-28,2024-06-28,2
