start,end,cluster
2022-11-06,2023-01-19,0
2023-01-20,2023-08-17,1
2023-08-18,2023-10-01,2
2023-10-02,2023-12-15,1
2023-12-16,2024-02-28,2
2024-02-29,2024-06-28,1
