start,end,cluster
2021-07-24,2021-10-11,1
2021-10-12,2021-12-30,2
2021-12-31,2022-05-04,1
2022-05-05,2022-05-19,0
2022-05-20,2022-11-05,1
2022-11-06,2022-11-30,0
2022-12-01,2022-12-10,1
2022-12-11,2023-01-24,2
2023-01-25,2023-07-08,1
2023-07-09,2023-09-06,0
2023-09-07,2023-11-25,1
2023-11-26,2023-12-30,0
2023-12-31,2024-01-09,1
2024-01-10,2024-01-29,2
2024-01-30,2024-05-13,1
2024-05-14,2024-06-28,2
