start,end,cluster
2022-02-14,2022-05-14,2
2022-05-15,2022-06-23,1
2022-06-24,2022-10-21,0
2022-10-22,2023-08-07,1
2023-08-08,2023-09-16,2
2023-09-17,2023-11-15,1
2023-11-16,2024-01-04,2
2024-01-05,2024-04-03,1
2024-04-04,2024-05-03,2
2024-05-04,2024-06-23,1
