start,end,cluster
2021-12-26,2022-01-26,1
2022-01-27,2022-02-03,2
2022-02-04,2022-11-26,1
2022-11-27,2023-01-29,0
2023-01-30,2023-06-22,1
2023-06-23,2023-07-08,0
2023-07-09,2023-09-10,2
2023-09-11,2023-11-29,1
2023-11-30,2024-03-04,2
2024-03-05,2024-05-31,1
2024-06-01,2024-06-25,2
