start,end,cluster
2021-12-26,2022-02-19,2
2022-02-20,2022-06-27,1
2022-06-28,2022-07-29,0
2022-07-30,2022-12-04,1
2022-12-05,2023-01-29,0
2023-01-30,2024-05-31,1
2024-06-01,2024-06-25,2
