start,end,cluster
2021-08-13,2021-11-20,1
2021-11-21,2021-12-30,2
2021-12-31,2022-08-12,1
2022-08-13,2022-10-06,0
2022-10-07,2023-07-18,1
2023-07-19,2023-08-22,2
2023-08-23,2023-11-20,1
2023-11-21,2023-12-15,0
2023-12-16,2024-06-28,1
