start,end,cluster
2022-05-05,2022-10-01,1
2022-10-02,2022-12-20,0
2022-12-21,2023-07-28,1
2023-07-29,2023-10-06,2
2023-10-07,2024-01-04,1
2024-01-05,2024-03-04,2
2024-03-05,2024-06-23,1
