start,end,cluster
2021-10-23,2021-12-17,0
2021-12-18,2022-04-16,1
2022-04-17,2022-05-10,0
2022-05-11,2022-07-05,1
2022-07-06,2022-10-01,0
2022-10-02,2022-11-26,1
2022-11-27,2023-02-22,0
2023-02-23,2023-05-05,1
2023-05-06,2023-09-18,2
2023-09-19,2023-10-28,0
2023-10-29,2024-01-16,1
2024-01-17,2024-02-09,0
2024-02-10,2024-03-28,1
2024-03-29,2024-05-07,2
2024-05-08,2024-06-08,1
2024-06-09,2024-06-25,2
