start,end,cluster
2022-07-09,2022-09-21,0
2022-09-22,2022-10-06,2
2022-10-07,2023-02-03,0
2023-02-04,2023-09-16,1
2023-09-17,2023-10-01,0
2023-10-02,2023-12-30,2
2023-12-31,2024-01-29,1
2024-01-30,2024-02-28,2
2024-02-29,2024-04-13,1
2024-04-14,2024-06-28,2
