start,end,cluster
2021-10-23,2021-12-25,0
2021-12-26,2022-04-24,1
2022-04-25,2022-05-10,0
2022-05-11,2022-07-13,1
2022-07-14,2022-10-09,0
2022-10-10,2022-12-04,1
2022-12-05,2023-03-02,0
2023-03-03,2023-05-13,1
2023-05-14,2023-09-26,2
2023-09-27,2023-11-05,0
2023-11-06,2024-01-24,1
2024-01-25,2024-02-17,0
2024-02-18,2024-04-05,1
2024-04-06,2024-05-15,2
2024-05-16,2024-06-16,1
2024-06-17,2024-06-25,2
