start,end,cluster
2021-04-30,2021-07-13,0
2021-07-14,2021-10-26,2
2021-10-27,2022-01-09,0
2022-01-10,2022-03-10,1
2022-03-11,2022-05-24,2
2022-05-25,2022-07-23,1
2022-07-24,2023-02-18,2
2023-02-19,2023-08-17,0
2023-08-18,2023-12-30,1
2023-12-31,2024-06-28,0
