start,end,cluster
2022-01-05,2022-03-25,1
2022-03-26,2022-05-14,0
2022-05-15,2022-08-22,1
2022-08-23,2023-02-18,0
2023-02-19,2023-05-09,1
2023-05-10,2023-06-18,2
2023-06-19,2024-06-12,1
2024-06-13,2024-06-23,2
