start,end,cluster
2022-01-05,2022-04-14,1
2022-04-15,2022-06-03,2
2022-06-04,2022-09-11,1
2022-09-12,2023-02-18,0
2023-02-19,2023-06-08,1
2023-06-09,2023-07-28,2
2023-07-29,2024-02-23,1
2024-02-24,2024-03-24,2
2024-03-25,2024-06-12,1
2024-06-13,2024-06-23,2
