start,end,cluster
2021-07-24,2021-10-31,1
2021-11-01,2021-12-15,2
2021-12-16,2022-08-02,1
2022-08-03,2022-08-17,0
2022-08-18,2022-08-22,1
2022-08-23,2022-11-15,0
2022-11-16,2023-05-09,1
2023-05-10,2023-06-03,2
2023-06-04,2023-09-06,1
2023-09-07,2023-10-01,2
2023-10-02,2024-03-14,1
2024-03-15,2024-05-08,2
2024-05-09,2024-06-07,1
2024-06-08,2024-06-28,2
