start,end,cluster
2022-03-26,2022-05-14,2
2022-05-15,2022-06-13,1
2022-06-14,2022-07-13,0
2022-07-14,2022-08-12,1
2022-08-13,2022-12-20,0
2022-12-21,2024-06-02,1
2024-06-03,2024-06-23,2
