start,end,cluster
2022-03-26,2022-04-04,2
2022-04-05,2022-05-04,1
2022-05-05,2023-01-19,0
2023-01-20,2023-08-07,1
2023-08-08,2023-12-05,2
2023-12-06,2024-06-12,1
2024-06-13,2024-06-23,2
