start,end,cluster
2021-12-26,2022-01-02,2
2022-01-03,2022-01-26,1
2022-01-27,2022-02-11,0
2022-02-12,2022-05-10,1
2022-05-11,2022-07-05,0
2022-07-06,2022-07-13,1
2022-07-14,2022-07-21,0
2022-07-22,2022-11-18,1
2022-11-19,2023-01-13,0
2023-01-14,2023-06-30,1
2023-07-01,2023-08-25,2
2023-08-26,2023-10-28,1
2023-10-29,2023-12-15,2
2023-12-16,2024-05-15,1
2024-05-16,2024-06-24,2
2024-06-25,2024-06-25,1
