start,end,cluster
2022-02-14,2022-05-04,2
2022-05-05,2022-06-13,1
2022-06-14,2022-10-21,0
2022-10-22,2022-11-20,1
2022-11-21,2022-12-10,0
2022-12-11,2023-07-28,1
2023-07-29,2023-09-06,2
2023-09-07,2023-11-05,1
2023-11-06,2023-12-25,2
2023-12-26,2024-03-24,1
2024-03-25,2024-04-23,2
2024-04-24,2024-06-23,1
