start,end,cluster
2022-05-05,2022-09-21,1
2022-09-22,2022-12-10,0
2022-12-11,2023-07-18,1
2023-07-19,2023-09-16,2
2023-09-17,2023-12-15,1
2023-12-16,2023-12-25,0
2023-12-26,2024-02-23,2
2024-02-24,2024-06-23,1
