start,end,cluster
2022-01-27,2022-05-26,1
2022-05-27,2022-08-14,0
2022-08-15,2022-11-18,1
2022-11-19,2022-12-12,0
2022-12-13,2023-02-06,1
2023-02-07,2023-02-14,0
2023-02-15,2023-08-01,1
2023-08-02,2023-08-09,2
2023-08-10,2023-12-23,1
2023-12-24,2023-12-31,0
2024-01-01,2024-06-25,1
