start,end,cluster
2023-01-05,2023-02-03,0
2023-02-04,2023-05-19,1
2023-05-20,2023-06-03,0
2023-06-04,2023-09-16,1
2023-09-17,2023-11-15,2
2023-11-16,2023-12-15,0
2023-12-16,2024-01-29,1
2024-01-30,2024-04-13,2
2024-04-14,2024-06-28,1
