start,end,cluster
2022-01-05,2022-03-15,1
2022-03-16,2022-04-14,2
2022-04-15,2022-04-24,0
2022-04-25,2022-05-24,2
2022-05-25,2022-08-12,1
2022-08-13,2023-01-29,0
2023-01-30,2023-05-09,1
2023-05-10,2023-07-18,2
2023-07-19,2023-11-05,1
2023-11-06,2023-12-05,2
2023-12-06,2024-01-24,1
2024-01-25,2024-03-04,2
2024-03-05,2024-05-13,1
2024-05-14,2024-06-22,2
2024-06-23,2024-06-23,1
