start,end,cluster
2021-11-24,2022-01-10,2
2022-01-11,2022-04-08,1
2022-04-09,2022-05-10,0
2022-05-11,2022-06-03,1
2022-06-04,2022-07-29,0
2022-07-30,2022-09-23,1
2022-09-24,2023-01-13,0
2023-01-14,2023-07-08,1
2023-07-09,2023-08-09,2
2023-08-10,2023-10-28,1
2023-10-29,2023-11-13,0
2023-11-14,2024-04-21,1
2024-04-22,2024-06-24,2
2024-06-25,2024-06-25,1
