start,end,cluster
2022-02-14,2022-05-24,2
2022-05-25,2022-07-03,1
2022-07-04,2022-10-31,0
2022-11-01,2022-11-20,1
2022-11-21,2022-11-30,0
2022-12-01,2023-08-17,1
2023-08-18,2023-09-26,2
2023-09-27,2023-11-25,1
2023-11-26,2024-01-14,2
2024-01-15,2024-06-23,1
