start,end,cluster
2021-07-24,2021-10-26,1
2021-10-27,2021-12-10,2
2021-12-11,2022-07-28,1
2022-07-29,2022-09-26,0
2022-09-27,2022-10-11,1
2022-10-12,2022-11-10,0
2022-11-11,2023-05-04,1
2023-05-05,2023-05-29,2
2023-05-30,2023-09-01,1
2023-09-02,2023-09-26,2
2023-09-27,2023-11-20,1
2023-11-21,2023-12-05,0
2023-12-06,2024-03-09,1
2024-03-10,2024-05-03,2
2024-05-04,2024-06-02,1
2024-06-03,2024-06-28,2
