start,end,cluster
2022-02-14,2022-04-24,2
2022-04-25,2022-08-12,1
2022-08-13,2022-10-11,0
2022-10-12,2023-11-25,1
2023-11-26,2024-01-14,2
2024-01-15,2024-06-23,1
