start,end,cluster
2021-02-09,2021-05-09,1
2021-05-10,2021-07-08,0
2021-07-09,2021-09-26,1
2021-09-27,2021-10-16,0
2021-10-17,2021-11-25,1
2021-11-26,2022-02-28,0
2022-03-01,2022-05-09,1
2022-05-10,2022-08-02,0
2022-08-03,2022-10-31,1
2022-11-01,2023-01-19,0
2023-01-20,2023-03-05,1
2023-03-06,2023-04-09,0
2023-04-10,2023-08-12,1
2023-08-13,2023-10-26,0
2023-10-27,2024-01-24,1
2024-01-25,2024-02-18,0
2024-02-19,2024-04-23,1
2024-04-24,2024-06-28,0
