start,end,cluster
2021-06-29,2021-11-25,2
2021-11-26,2021-12-10,1
2021-12-11,2021-12-25,2
2021-12-26,2022-02-08,1
2022-02-09,2022-02-23,2
2022-02-24,2023-02-18,0
2023-02-19,2023-04-19,2
2023-04-20,2023-10-16,1
2023-10-17,2023-11-30,2
2023-12-01,2024-06-28,1
