ticker,ROSE,ANKR,VET,NEAR,ETH,EOS,BAKE,GRT,REEF,INJ,FIL,MATIC,BCH,IOST,CHR,EGLD,HBAR,ZIL,ALGO,DENT,DASH,ALICE,IOTA,LINK,XTZ,LRC,ONE,SXP,KAVA,AXS,ADA,SOL,ONT,ETC,MANA,SNX,ZEC,CFX,YFI,WAVES,LTC,CHZ,XLM,COTI,DOT,OMG,SUSHI,FTM,BNB,UNI,STX,RUNE,THETA,HOT,1INCH,FET,KSM,SLP,CRV,IOTX,BTC,AVAX,ENJ,CAKE,XRP,TRX,ATOM,AAVE,DOGE,NEO,SAND,QTUM
1/11/2021,0.04144,0.008224,0.024344,1.4833,1087.01,2.6663,,0.29053,0.008153,4.419,21.6398,0.02593,476.78,0.010585,0.0235,32.68,0.0428,0.06481,0.4171,0.0002578,125.01,,0.368,14.6393,2.3282,0.31315,0.00623,0.847,1.5328,0.49958,0.2757,3.1016,0.5487,7.2221,0.09419,12.891,88.24,,30102.88,5.6184,138.87,0.01768,0.27119,0.05092,8.2691,3.0974,3.88,0.02212,38.1674,5.2448,0.4951,1.3091,1.81684,0.0008877,1.1243,0.06049,64.329,,0.622,0.006935,35404.47,6.4713,0.16323,,0.28743,0.02897,5.726,114.212,0.0088326,23.658,0.040616,2.898
1/12/2021,0.04138,0.0081,0.02299,1.4319,1050.16,2.5969,,0.27768,0.007055,4.8839,21.0413,0.02609,451.88,0.010376,0.02304,31.591,0.04698,0.06197,0.3991,0.0002522,128.53,,0.3592,13.9655,2.298,0.3234,0.00606,0.811,1.4789,0.44957,0.28888,3.6354,0.5345,7.0544,0.11048,14.888,99.72,,29743.08,6.023,133.42,0.017453,0.27993,0.04906,8.3078,2.9982,4.279,0.0219,38.2541,5.5878,0.4825,1.2913,1.8215,0.0008387,1.1275,0.05881,62.786,,0.624,0.006819,34051.24,7.72,0.16712,,0.29254,0.02865,5.711,127.765,0.0080807,22.148,0.037904,2.75
1/13/2021,0.0435,0.00864,0.026073,1.606,1129.89,2.767,,0.325,0.007908,5.4922,21.7131,0.02992,496.06,0.012541,0.024,35.039,0.05325,0.07035,0.4501,0.0002638,133.1,,0.4151,15.9356,2.4999,0.41241,0.00657,0.883,1.6486,0.50223,0.3123,3.5242,0.5758,7.595,0.11467,15.501,117.35,,33599.65,6.3812,147.38,0.020334,0.30356,0.05399,10.9486,3.2459,5.118,0.02393,40.1114,6.3311,0.5572,1.808,2.09522,0.0008084,1.277,0.06604,76.965,,0.687,0.00706,37371.38,8.4695,0.1798,,0.30582,0.03079,6.242,146.811,0.0086738,23.229,0.040724,2.948
1/14/2021,0.04506,0.008788,0.025743,1.7274,1231.62,2.8089,,0.33379,0.009416,6.74,21.5738,0.03286,527,0.01478,0.02517,37.976,0.05689,0.06906,0.4559,0.0002712,132.99,,0.4251,17.9804,2.5528,0.4052,0.00716,0.881,1.7092,0.53431,0.31201,3.2921,0.5816,7.788,0.11052,14.711,111.71,,32924.52,6.4439,152.5,0.019685,0.3035,0.05698,14.4867,3.2451,5.681,0.02463,41.8723,6.9593,0.508,1.9053,2.19146,0.0007747,1.3395,0.07696,88.685,,0.796,0.007302,39144.5,9.3177,0.18307,,0.29642,0.03014,6.476,147.53,0.0093907,23.104,0.040896,3.021
1/15/2021,0.04505,0.008812,0.025306,1.832,1168.53,2.7566,,0.33761,0.012635,6.4147,21.5435,0.03402,490.7,0.024766,0.0244,37.15,0.05511,0.06622,0.4864,0.0002636,124.3,,0.4324,20.7375,2.7118,0.38685,0.00716,0.904,2.0052,0.54322,0.30188,3.2475,0.6355,7.567,0.10662,15.127,103.25,,30205.26,6.3539,143.65,0.019154,0.28374,0.05737,13.1679,3.604,6.394,0.02635,40.8668,7.3762,0.4887,1.8436,2.05549,0.0007204,1.3516,0.08851,83.707,,1.149,0.008088,36742.22,9.3794,0.18883,,0.27991,0.02972,7.896,166.513,0.0093525,23.493,0.043995,2.941
1/16/2021,0.05377,0.009036,0.026863,2.0871,1227.83,2.777,,0.466,0.016,6.2097,22.8433,0.03271,489.74,0.02079,0.02615,36.781,0.05952,0.07349,0.5183,0.0003024,124.85,,0.425,20.1054,2.854,0.3881,0.00709,0.953,2.1295,0.58347,0.35071,3.4247,0.6541,7.7799,0.10904,15.56,108.08,,33823.09,6.6316,143.52,0.019739,0.29075,0.05963,17.9893,3.5499,7.15,0.02856,43.142,8.3908,0.4766,1.96,2.04406,0.0007155,1.6319,0.08459,102.624,,1.108,0.008172,35994.98,12.8421,0.1948,,0.27924,0.03008,9.03,181.417,0.0092374,23.58,0.04395,3.056
1/17/2021,0.06418,0.009644,0.027152,2.5013,1232.45,2.764,,0.51877,0.017351,6.1786,24.3442,0.03416,479.37,0.020653,0.02733,37.484,0.06136,0.07341,0.5859,0.0002908,124.26,,0.4357,23.2819,2.9714,0.42289,0.00709,1.029,2.188,0.61396,0.38081,3.8268,0.6727,7.684,0.11075,15.68,102.25,,34544.73,7.3768,142.8,0.019527,0.3038,0.06187,17.0832,3.7236,7.043,0.02998,45.8675,8.689,0.4897,1.9533,2.00854,0.0007062,2.0362,0.09487,102.558,,1.691,0.008891,35828.61,13.1746,0.23114,,0.27746,0.0302,8.544,186.323,0.0090987,23.841,0.051041,3.188
1/18/2021,0.06298,0.009683,0.030803,2.4086,1258.45,2.8144,,0.61907,0.016686,7.2256,23.7605,0.03612,508.95,0.020286,0.02951,39.529,0.06454,0.0789,0.5668,0.000303,129.3,,0.4774,22.0336,3.0331,0.41443,0.00769,1.15,2.2148,0.68269,0.37123,3.7868,0.712,7.7078,0.11692,15.582,103.98,,37994.33,7.8384,151.96,0.020533,0.30544,0.07323,16.5898,4.21,7.488,0.02983,45.3412,9.1904,0.4798,2.0725,2.04695,0.0007288,1.8827,0.0968,109.092,,1.605,0.008514,36631.27,12.7035,0.24692,,0.28528,0.03164,9.539,200.054,0.0091782,27.055,0.05209,3.301
1/19/2021,0.06234,0.009393,0.029015,2.1637,1365.36,2.7895,,0.53828,0.0166,8.6483,22.6578,0.03229,507.04,0.017878,0.03278,37.581,0.07166,0.07358,0.5213,0.0002946,124.46,,0.4693,20.5557,2.8745,0.46694,0.0076,1.007,2.226,0.629,0.3672,3.6287,0.6608,7.8177,0.12221,15.151,102.42,,34365.15,7.0773,151.86,0.022655,0.29748,0.066,16.3933,3.8539,6.526,0.02804,42.5241,8.5767,0.5046,1.9915,1.998,0.0007036,1.9005,0.09115,101.019,,1.331,0.009092,35891.49,11.7367,0.36023,,0.29396,0.03063,8.891,186.079,0.0090428,26.273,0.053712,3.161
1/20/2021,0.06059,0.013428,0.034595,2.4825,1376.99,2.7756,,0.52203,0.02151,8.5127,22.339,0.03443,496.95,0.01825,0.03361,38.66,0.10057,0.07413,0.5472,0.0003019,121.13,,0.4728,21.8482,2.9099,0.45791,0.00758,1.019,2.2594,0.63369,0.37532,3.7166,0.6368,7.9,0.13651,15.734,98.99,,34040.18,7.2094,149.69,0.022434,0.29358,0.07233,17.9808,3.8353,7.295,0.02867,42.6069,8.9646,0.4926,2.0156,2.03281,0.0007018,1.847,0.092,106,,1.629,0.008789,35468.23,12.3768,0.42131,,0.29539,0.03046,8.909,196.733,0.0090487,26.072,0.053857,3.238
1/21/2021,0.05451,0.010484,0.027918,2.1592,1110.96,2.5451,,0.43566,0.021202,7.0437,21.3251,0.0286,418.68,0.014886,0.03135,37.314,0.09332,0.06214,0.461,0.0002634,99.77,,0.4189,18.4119,2.4605,0.36705,0.00699,0.849,1.8766,0.64438,0.30785,2.9899,0.5466,7.1346,0.11807,12.337,82.92,,27938.25,5.9885,129.72,0.018853,0.2514,0.06347,15.9818,3.2004,5.604,0.0264,38.6343,7.5873,0.4529,1.6455,1.7418,0.0006025,1.569,0.08064,92.857,,1.681,0.00776,30850.13,11.3225,0.32925,,0.26802,0.02762,7.177,160.321,0.0081581,22.096,0.108487,2.736
1/22/2021,0.06037,0.010761,0.031268,2.3683,1232.62,2.6208,,0.5111,0.021284,8.8427,22.2845,0.03119,439.79,0.015771,0.03008,37.144,0.09718,0.06757,0.5088,0.0002727,104.72,,0.4556,21.5519,2.9089,0.39836,0.00716,0.889,2.1385,0.63708,0.34867,3.3352,0.57,7.4292,0.15856,14.228,86.94,,30780,6.4028,137.66,0.019733,0.26941,0.07109,17.1207,3.3566,6.727,0.02709,40.8936,8.6834,0.4765,2.1315,1.89757,0.000645,1.7562,0.08955,103.918,,1.963,0.010344,32945.17,12.7097,0.38157,,0.27217,0.02857,7.985,189.592,0.0085075,23.469,0.109443,2.918
1/23/2021,0.0641,0.010499,0.030068,2.385,1233.6,2.7028,,0.58446,0.021295,8.4209,22.6979,0.03403,431.36,0.01545,0.03312,37.02,0.09573,0.06781,0.5561,0.000272,105.29,,0.451,24.8046,3.1639,0.4057,0.00755,0.98,2.2405,0.695,0.34583,3.5079,0.602,7.4488,0.19318,14.608,85.95,,30560.03,6.5923,137.67,0.019796,0.26977,0.06748,18.7446,3.629,7.076,0.0406,40.9109,9.3428,0.4847,2.37,1.9288,0.0006917,1.9309,0.08933,107.653,,2.14,0.009683,32078,12.8669,0.42973,,0.27167,0.02925,8.329,213.304,0.0085779,24.425,0.101107,3.938
1/24/2021,0.06647,0.011367,0.030606,2.5614,1392.51,2.7135,,0.55604,0.021195,8.792,22.7027,0.0331,439.52,0.017724,0.03122,41.232,0.09383,0.06907,0.5623,0.0002984,106.16,,0.4563,24.7935,3.0449,0.42,0.00744,0.991,2.5854,0.7351,0.35345,3.6278,0.6109,7.6294,0.17174,17.5,90,,32200.52,6.9833,141.01,0.019892,0.27138,0.0709,17.9745,3.5888,8.321,0.057,41.8263,12.0505,0.4951,2.5963,1.95055,0.0006926,2.4743,0.08779,103.973,,2.26,0.0094,32259.9,12.4801,0.42099,,0.27339,0.02999,8.24,264.401,0.0087135,24.401,0.095259,3.545
1/25/2021,0.05917,0.0108,0.029758,2.4466,1317.88,2.6481,,0.52985,0.020073,8.4235,22.4279,0.03273,432.28,0.016313,0.02989,50.06,0.09125,0.06673,0.556,0.0002871,105,,0.4324,23.3418,2.9188,0.4183,0.00726,0.977,2.3729,0.83543,0.34308,3.7038,0.5908,7.4976,0.16306,15.47,87.89,,29311.96,6.6723,137.07,0.018814,0.26102,0.06775,17.207,3.5439,7.63,0.05226,41.8347,11.3177,0.4663,2.3777,2.07529,0.0006618,2.3585,0.08253,98.752,,2.005,0.009275,32254.2,12.1816,0.4722,,0.26757,0.02949,7.738,247.647,0.0083509,23.313,0.092698,3.284
1/26/2021,0.06169,0.010535,0.029444,2.381,1365.97,2.6278,,0.53701,0.021101,8.3283,22.1876,0.0433,427.46,0.016927,0.03164,48.285,0.08978,0.06785,0.601,0.0002905,104.97,,0.4332,23.0981,2.9074,0.43557,0.00726,1.028,2.3285,0.94674,0.3433,4.041,0.5811,7.4342,0.16644,16.875,89.26,,30298.17,6.8288,134.67,0.020651,0.26144,0.06515,17.1013,3.4403,8.167,0.073,41.8396,13.9086,0.4708,2.409,2.287,0.000671,2.6881,0.09518,101.999,,2.146,0.009639,32467.77,12.2088,0.43936,,0.26834,0.02949,7.732,277.661,0.0082472,23.158,0.09288,3.434
1/27/2021,0.05519,0.00988,0.026361,2.0319,1239.03,2.5001,,0.48465,0.018255,7.4606,21.42,0.04175,377.17,0.015691,0.03506,53.181,0.07946,0.06206,0.541,0.000271,96.45,,0.3915,20.9586,2.7931,0.39709,0.00697,1.256,2.1226,0.87323,0.31144,3.675,0.5367,6.8713,0.14696,15.265,78.41,,27617.41,6.0371,122.44,0.018958,0.23779,0.05919,15.43,3.1175,7.059,0.08109,40.8826,14.7493,0.426,2.5323,1.99307,0.0006255,2.4955,0.09,95.302,,1.814,0.011797,30366.15,11.158,0.36313,,0.25039,0.02823,6.953,286,0.0074124,21.033,0.081225,3.112
1/28/2021,0.05805,0.011856,0.027389,2.2485,1329.69,2.709,,0.556,0.019601,8.2984,21.8988,0.03856,404.75,0.017132,0.03371,59.081,0.09156,0.0654,0.5586,0.0002836,102.68,,0.4038,23.0145,2.9977,0.44737,0.00817,1.21,2.2898,0.81555,0.34409,3.81,0.5608,7.6533,0.158,16.892,86.82,,29664.06,6.2836,133.27,0.020092,0.29306,0.0607,16.8643,3.3054,8.25,0.11932,42.5254,14.1003,0.4419,3.1607,1.99193,0.0007498,3.1197,0.08857,113.933,,2.08,0.011002,33364.86,11.9615,0.37379,,0.26407,0.02955,8.041,297.209,0.0364995,22.245,0.08861,3.271
1/29/2021,0.05639,0.012492,0.02783,2.1989,1379.5,2.7232,,0.55282,0.018384,8.045,22.3086,0.04016,407.03,0.016936,0.03335,61.762,0.08714,0.06717,0.6362,0.0003251,104.56,,0.4125,22.748,2.9116,0.44465,0.00857,1.235,2.2487,0.81172,0.34752,3.8293,0.5778,7.6132,0.15393,17.025,85.49,,29974.1,6.5143,134.65,0.019944,0.29322,0.0626,16.7968,3.5045,8.974,0.12812,42.8618,15.6418,0.4408,3.6329,2.05641,0.0008071,3.3511,0.11164,106.644,,2.046,0.011136,34252.2,11.6158,0.35973,,0.2829,0.03335,7.975,287.8,0.0459059,22.549,0.088304,3.307
1/30/2021,0.05618,0.01204,0.026842,2.1705,1378.05,2.9319,,0.63734,0.020574,9.4878,22.0354,0.03999,417.02,0.01605,0.03299,64.87,0.08151,0.07306,0.6653,0.0003801,105.17,,0.4296,23.6399,2.8991,0.50138,0.00902,1.25,2.3668,0.84069,0.364,4.228,0.5887,7.5859,0.15673,17.859,84.51,,31150.11,6.74,133.36,0.021248,0.32791,0.06784,16.5349,3.4828,10.375,0.13117,44.7849,19.5376,0.4287,3.8806,2.00197,0.0007772,4.586,0.10452,100.963,,2.548,0.011199,34262.88,12.0433,0.33502,,0.44372,0.03216,8.048,314.791,0.02826,22.864,0.088099,3.297
1/31/2021,0.05729,0.011557,0.025397,2.1441,1312.55,2.9297,,0.79448,0.019853,9.5066,22.2488,0.03831,399.3,0.015755,0.0373,63.399,0.08251,0.06918,0.6516,0.0003613,102.42,,0.4079,22.5613,2.8444,0.494,0.00861,1.356,2.2199,0.80531,0.34475,4.2525,0.5792,7.4155,0.15468,17.194,85.65,,30114.54,6.5438,129.36,0.021611,0.30704,0.06403,16.1128,3.5237,10.121,0.128,44.3292,17.7246,0.4276,3.611,1.91015,0.0007528,4.9309,0.09803,97.717,,2.511,0.011453,33092.98,13.4704,0.34366,,0.49507,0.03154,8.145,299.601,0.037,22.276,0.083188,3.283
2/1/2021,0.06216,0.011894,0.029382,2.2665,1374.17,3.055,,0.78311,0.021781,10.4067,22.621,0.0409,414.48,0.016121,0.03665,65.959,0.08913,0.07504,0.6442,0.0003495,103.54,,0.4164,22.8757,2.9248,0.53678,0.00845,1.275,2.425,1.00686,0.40876,4.6148,0.5896,7.5241,0.15637,17.54,88.69,,31166.45,7.0187,132,0.022402,0.32323,0.06586,16.4385,4.168,13.008,0.10785,51.4781,20.4502,0.4439,4.1797,2.04053,0.0007557,5.0194,0.10884,100.867,,2.54,0.011401,33526.37,13.2153,0.34187,,0.37106,0.03295,9.29,294.954,0.0348173,23.119,0.082916,3.471
2/2/2021,0.06087,0.012811,0.028127,2.46,1511.87,2.9979,,0.75205,0.025379,11.5025,22.4829,0.04105,430.31,0.01666,0.03631,64.113,0.09318,0.07761,0.6507,0.0003578,109.85,,0.4304,23.6582,2.9092,0.53916,0.0093,1.32,2.3972,0.9551,0.42498,5.2331,0.621,7.7835,0.16757,17.032,92.37,,31690.62,6.9479,141.98,0.022636,0.33932,0.06647,17.1765,3.9526,12.627,0.12644,51.0071,18.9517,0.4633,3.792,2.1533,0.0007934,4.6714,0.1101,104.993,,2.5,0.011706,35466.24,13.4703,0.3651,,0.37254,0.03317,8.893,302.987,0.0313489,23.74,0.096453,3.543
2/3/2021,0.07106,0.014322,0.029177,2.5575,1664.49,3.0665,,0.825,0.029892,11.3393,23.0537,0.04382,446.1,0.017367,0.03902,67.945,0.09632,0.07951,0.7454,0.0004579,116.84,,0.453,25.087,3.0494,0.56558,0.01056,1.53,2.6509,1.01535,0.44189,5.7311,0.631,7.9413,0.17645,17.129,95.23,,34095.5,7.2973,155.93,0.024063,0.3467,0.06731,20.8538,4.6318,14.21,0.13008,52.12,19.7114,0.4624,3.7225,2.18751,0.0008064,5.0363,0.15841,119.124,,2.637,0.012194,37618.87,14.84,0.37383,,0.39721,0.03452,9.303,384.499,0.0372597,24.662,0.099793,3.683
2/4/2021,0.06498,0.016743,0.02771,2.4917,1595.67,3.0226,,0.81617,0.027779,12.7387,22.8902,0.04737,420.91,0.016295,0.03949,73.985,0.09002,0.07633,0.7057,0.0004207,111,,0.4411,24.492,2.965,0.5397,0.01051,1.726,2.9,0.95416,0.43934,6.4085,0.6059,7.6584,0.17212,19.644,90,,31098.22,7.2465,145.07,0.023165,0.32569,0.06793,19.6677,4.4415,15.342,0.13403,55.9599,20.1299,0.4491,3.8958,2.129,0.000781,5.5705,0.14849,115.714,,3.026,0.0118,36936.66,15.2697,0.36555,,0.44545,0.0331,9.152,466.582,0.0529081,23.75,0.100407,3.506
2/5/2021,0.072,0.017289,0.032096,2.8576,1719.19,3.3128,,0.94946,0.030194,12.3725,24.4825,0.05481,447.72,0.018217,0.04296,87.948,0.0995,0.08256,0.8338,0.0004742,120.42,,0.5176,26.3034,3.4735,0.72869,0.0115,1.769,3.321,1.07883,0.53917,6.7005,0.6741,8.5174,0.21793,23.61,96.44,,32447.8,8.8459,155.05,0.025532,0.35155,0.07961,20.84,5.1567,14.955,0.16421,67.7005,21.145,0.466,3.965,2.42866,0.0008201,5.825,0.17848,121.325,,3.263,0.014134,38290.24,17.8973,0.41204,,0.45219,0.03624,12.19,505.376,0.0467193,26.07,0.144279,3.857
2/6/2021,0.07088,0.016038,0.029946,2.6854,1676.35,3.2092,,0.86501,0.028129,11.2499,24.2434,0.0525,457.78,0.019791,0.0409,95.848,0.10366,0.07862,0.8092,0.0004417,118.94,,0.5639,25.0231,3.1731,0.65649,0.01071,1.753,3.0524,0.95855,0.63444,6.1225,0.6608,8.7691,0.23499,21.07,94.24,,31542.61,8.1914,155.57,0.02361,0.37739,0.07366,20.3734,4.902,13.779,0.14123,72.8356,19.2499,0.4459,3.5737,2.27908,0.0007917,5.26,0.17,112.857,,3.15,0.013559,39186.94,18.1216,0.3917,,0.44307,0.03507,12.087,473.936,0.0576559,24.834,0.1305,4.432
2/7/2021,0.07277,0.01734,0.029139,3.4,1611.62,3.44,,0.91807,0.026176,11.4951,24.0475,0.06646,444.8,0.018838,0.03906,139.744,0.0967,0.07598,0.8448,0.0004285,118.31,,0.5587,24.7254,3.305,0.62918,0.01065,1.99,3.2915,1.00107,0.66109,6.6976,0.6935,8.2787,0.23721,20.051,92.3,,30866.54,8.0508,150.76,0.022919,0.3854,0.07668,19.7345,4.6205,13.156,0.13254,68.3542,18.6592,0.4689,3.79,2.29069,0.0008,4.9512,0.18214,115.998,,2.981,0.013308,38795.69,23.705,0.38024,,0.41849,0.03597,13.841,472.907,0.0779247,24.526,0.126635,4.246
2/8/2021,0.08522,0.018007,0.031326,3.4627,1750.15,3.5937,,0.96895,0.030402,13.7551,27.6608,0.07118,483.99,0.02006,0.04203,163.298,0.10014,0.07972,1.0028,0.0005365,126.16,,0.7234,25.4115,3.4067,0.66341,0.01302,2.214,3.4571,1.36507,0.67638,7.855,0.77,8.6941,0.2368,21.331,98.01,,32500,8.3875,167.28,0.02439,0.3966,0.09561,22.9853,4.8692,14.091,0.1455,79.8374,19.3198,0.4802,4.5946,2.90949,0.001128,5.3251,0.21432,132.947,,3.06,0.014113,46374.87,30.056,0.39831,,0.45099,0.04042,14.169,489.294,0.0787,27.38,0.14156,4.731
2/9/2021,0.08639,0.019946,0.035375,3.3039,1769.13,4.1631,,1.05273,0.034371,15.6989,44.1298,0.09864,514.42,0.021872,0.0508,195.334,0.105,0.10507,1.029,0.0007355,137.36,,0.7522,27.6034,3.7607,0.6954,0.02077,2.428,4.0979,1.283,0.70562,7.8005,0.8415,9.578,0.24349,24.618,108.77,,35214.33,9.7879,181.49,0.026784,0.40022,0.12356,23.0846,5.1196,14.248,0.14771,107.3469,19.5175,0.5323,4.58,2.90652,0.001196,5.067,0.25112,130.88,,3.175,0.015778,46420.42,31.9194,0.4184,,0.47636,0.04608,15.057,488.218,0.0700121,31.065,0.153055,5.015
