date,market,MACD,Signal Line,MACD Histogram,Signal
2021-04-06,2504.24,91.35423339106364,63.66111795195168,27.693115439111963,1
2021-04-07,2364.49,87.13767575837664,68.35642951323668,18.781246245139968,1
2021-04-08,2444.7,89.23960153609005,72.53306391780735,16.706537618282695,1
2021-04-09,2470.97,91.9650465011241,76.41946043447071,15.5455860666534,1
2021-04-10,2470.97,93.05233191246316,79.7460347300692,13.306297182393962,1
2021-04-11,2470.97,92.84376826707376,82.36558143747011,10.478186829603644,1
2021-04-12,2563.06,98.96852588658794,85.68617032729368,13.28235555929426,1
2021-04-13,2747.48,117.35084566385376,92.0191053946057,25.33174026924806,1
2021-04-14,2752.58,130.82245408577,99.77977513283857,31.04267895293144,1
2021-04-15,2903.2,151.9015495264648,110.20413001156382,41.697419514900986,1
2021-04-16,2934.01,169.14321633012605,121.99194727527627,47.15126905484978,1
2021-04-17,2934.01,180.72408671669655,133.73837516356033,46.98571155313621,1
2021-04-18,2934.01,187.73788446438948,144.53827702372615,43.19960744066333,1
2021-04-19,2621.96,166.200684586207,148.87075853622233,17.329926049984664,1
2021-04-20,2723.35,155.52087631029508,150.2007820910369,5.320094219258181,1
2021-04-21,2749.78,147.48956354358052,149.65853838154564,-2.1689748379651235,-1
2021-04-22,2728.76,137.83962261759552,147.29475522875563,-9.45513261116011,-1
2021-04-23,2569.75,116.02374727538381,141.0405536380813,-25.01680636269748,-1
2021-04-24,2569.75,97.6093293032759,132.3543087711202,-34.7449794678443,-1
2021-04-25,2569.75,82.06972172623136,122.29739136214245,-40.227669635911084,-1
2021-04-26,2693.65,78.84330870460099,113.60657483063416,-34.76326612603317,-1
2021-04-27,2806.84,84.44639469956792,107.77453880442091,-23.328144104852996,-1
2021-04-28,2892.96,94.74389632297925,105.1684103081326,-10.42451398515334,-1
2021-04-29,2790.49,93.55779193878061,102.84628663426221,-9.288494695481603,-1
2021-04-30,2952.77,104.50773531937966,103.17857637128571,1.3291589480939479,1
2021-05-01,2952.77,111.8957794458388,104.92201698619634,6.973762459642458,1
2021-05-02,2952.77,116.40896752843946,107.21940709464496,9.189560433794497,1
2021-05-03,3220.26,139.95657679511078,113.76684103473814,26.189735760372642,1
2021-05-04,3219.96,156.78668004626206,122.37080883704292,34.41587120921915,1
2021-05-05,3431.91,185.09360789207858,134.91536864805005,50.17823924402853,1
2021-05-06,3448.62,206.49506295199672,149.2313075088394,57.26375544315732,1
2021-05-07,3504.71,225.38378058638273,164.46180212434808,60.921978462034645,1
2021-05-08,3504.71,237.61415730179715,179.0922731598379,58.52188414195925,1
2021-05-09,3504.71,244.4885076366454,192.1715200551994,52.316987581446,1
2021-05-10,3543.41,250.17538031908634,203.7722921079768,46.40308821110955,1
2021-05-11,3765.28,269.478937203402,216.91362112706184,52.56531607634014,1
2021-05-12,3710.65,277.17387279990726,228.96567146163096,48.2082013382763,1
2021-05-13,3266.33,244.59966139773996,232.09246944885277,12.507191948887197,1
2021-05-14,3539.7,238.09838851686527,233.29365326245528,4.804735254409991,1
2021-05-15,3539.7,230.2914267040219,232.69320795076862,-2.4017812467467365,-1
