date,tbill
3/1/2024,0.0523
3/2/2024,0.0523
3/3/2024,0.0523
3/4/2024,0.0524
3/5/2024,0.0523
3/6/2024,0.0524
3/7/2024,0.0524
3/8/2024,0.0524
3/9/2024,0.0524
3/10/2024,0.0524
3/11/2024,0.0524
3/12/2024,0.0525
3/13/2024,0.0525
3/14/2024,0.0525
3/15/2024,0.0525
3/16/2024,0.0525
3/17/2024,0.0525
3/18/2024,0.0525
3/19/2024,0.0524
3/20/2024,0.0524
3/21/2024,0.0525
3/22/2024,0.0524
3/23/2024,0.0524
3/24/2024,0.0524
3/25/2024,0.0523
3/26/2024,0.0522
3/27/2024,0.0522
3/28/2024,0.0523
3/29/2024,0.0523
3/30/2024,0.0523
3/31/2024,0.0523
4/1/2024,0.0523
4/2/2024,0.0522
4/3/2024,0.0522
4/4/2024,0.0521
4/5/2024,0.0523
4/6/2024,0.0523
4/7/2024,0.0523
4/8/2024,0.0523
4/9/2024,0.0523
4/10/2024,0.0525
4/11/2024,0.0525
4/12/2024,0.0525
4/13/2024,0.0525
4/14/2024,0.0525
4/15/2024,0.0525
4/16/2024,0.0525
4/17/2024,0.0525
4/18/2024,0.0525
4/19/2024,0.0525
4/20/2024,0.0525
4/21/2024,0.0525
4/22/2024,0.0522
4/23/2024,0.0525
4/24/2024,0.0526
4/25/2024,0.0526
4/26/2024,0.0525
4/27/2024,0.0525
4/28/2024,0.0525
4/29/2024,0.0525
4/30/2024,0.0525
5/1/2024,0.0526
5/2/2024,0.0525
5/3/2024,0.0525
5/4/2024,0.0525
5/5/2024,0.0525
5/6/2024,0.0525
5/7/2024,0.0525
5/8/2024,0.0525
5/9/2024,0.0525
5/10/2024,0.0526
5/11/2024,0.0526
5/12/2024,0.0526
5/13/2024,0.0525
5/14/2024,0.0524
5/15/2024,0.0525
5/16/2024,0.0525
5/17/2024,0.0525
5/18/2024,0.0525
5/19/2024,0.0525
5/20/2024,0.0525
5/21/2024,0.0525
5/22/2024,0.0525
5/23/2024,0.0526
5/24/2024,0.0526
5/25/2024,0.0526
5/26/2024,0.0526
5/27/2024,0.0526
5/28/2024,0.0526
5/29/2024,0.0526
5/30/2024,0.0526
5/31/2024,0.0525
6/1/2024,0.0525
6/2/2024,0.0525
6/3/2024,0.0526
6/4/2024,0.0525
6/5/2024,0.0525
6/6/2024,0.0525
6/7/2024,0.0526
6/8/2024,0.0526
6/9/2024,0.0526
6/10/2024,0.0525
6/11/2024,0.0525
6/12/2024,0.0525
6/13/2024,0.0525
6/14/2024,0.0525
6/15/2024,0.0525
6/16/2024,0.0525
6/17/2024,0.0525
6/18/2024,0.0524
6/19/2024,0.0524
6/20/2024,0.0524
6/21/2024,0.0523
6/22/2024,0.0523
6/23/2024,0.0523
6/24/2024,0.0524
6/25/2024,0.0523
6/26/2024,0.0524
6/27/2024,0.0523
6/28/2024,0.0522
6/29/2024,0.0522
6/30/2024,0.0522
